Costa,Shoreditch,C2489Z,Shoreditch High Street (overground) and Liverpool Street Station,"Unit 1 & 2, 64-66 Bethnal Green Rd, Shoreditch, London E1 6GQ",?,?,18/02/2020,"Costa, Shoreditch, Unit 1 & 2, 64-66 Bethnal Green Rd, Shoreditch, London E1 6GQ, London, UK",51.5242162,-0.0726604
Pret,Canary Wharf,1379,South Quay DLR,E14 9SH,Y,Y,22/01/2020,"Pret, Canary Wharf, E14 9SH, London, UK",51.5051689,-0.020189
Costa,Stoke Newington,No code,Stoke Newington and Rectory Road (both overground),"131-133 Stoke Newington High St, Stoke Newington, London N16 0PJ",Y,Y,30/01/2020,"Costa, Stoke Newington, 131-133 Stoke Newington High St, Stoke Newington, London N16 0PJ, London, UK",51.5606475,-0.0741386
Pret,Stratford,4321,Stratford (overground and underground),"International Quarter, Endeavour Square, London E20 1GL",Y,Y,29/02/2020,"Pret, Stratford, International Quarter, Endeavour Square, London E20 1GL, London, UK",51.5414695,-0.0093816
St Katharine's Docks (general loo for all the smaller businesses without their own),Near Tower of London,1066,Tower Hill,E1W 1LA,?,?,17/01/2020,"St Katharine's Docks (general loo for all the smaller businesses without their own), Near Tower of London, E1W 1LA, London, UK",51.5064168,-0.0718167
Costa,Walthamstow,Keypad on door but is usually unlocked,Walthamstow Central,E17 9QF,?,?,22/01/2020,"Costa, Walthamstow, E17 9QF, London, UK",51.5827333,-0.0195721
Planet Organic,Westbourne Grove,2345,Bayswater and Royal Oak,W2 5SH,?,?,17/01/2020,"Planet Organic, Westbourne Grove, W2 5SH, London, UK",51.5155664,-0.1911413
Pret,Ealing Broadway,2594,Ealing Broadway,"45 High St, Ealing, London W5 5AW",N,Y,13/02/2020,"Pret, Ealing Broadway, 45 High St, Ealing, London W5 5AW, London, UK",51.5129955,-0.3046248
Caffe Nero,Ealing,135,Ealing Broadway,W5 2NP,?,?,17/01/2020,"Caffe Nero, Ealing, W5 2NP, London, UK",51.5140824,-0.3021631
Five Guys,Ealing,1979,Ealing Broadway,"2-3, Central Buildings, The Broadway, Ealing, London W5 2NT",N,N,30/01/2020,"Five Guys, Ealing, 2-3, Central Buildings, The Broadway, Ealing, London W5 2NT, London, UK",51.5146777,-0.3025023
Starbucks,South Kensington,"C1470Z, turn left",Gloucester Rd,"17-35 Gloucester Rd, South Kensington, London SW7 4PL",?,Y,31/01/2020,"Starbucks, South Kensington, 17-35 Gloucester Rd, South Kensington, London SW7 4PL, London, UK",51.4980093,-0.1835934
Caffe Nero,Hammersmith,142,Hammersmith,"6 Hammersmith Broadway, Hammersmith, London W6 7AL",?,?,12/3/2020,"Caffe Nero, Hammersmith, 6 Hammersmith Broadway, Hammersmith, London W6 7AL, London, UK",51.4932727,-0.2236761
Kensington Palace Cafe,Kensington,No code,High Street Kensington,"Kensington Palace Gardens, Kensington, London W8 4PU",?,N,12/3/2020,"Kensington Palace Cafe, Kensington, Kensington Palace Gardens, Kensington, London W8 4PU, London, UK",51.5043416,-0.1897616
Japan House,Kensington,No code,High Street Kensington,"101-111 Kensington High St, Kensington, London W8 5SA",N,N,11/2/2020,"Japan House, Kensington, 101-111 Kensington High St, Kensington, London W8 5SA, London, UK",51.5013833,-0.1916484
Pret,Notting Hill,No code,Holland Park,"84-86 Holland Park Ave, Notting Hill, London W11 3RB",Y,Y,22/02/2020,"Pret, Notting Hill, 84-86 Holland Park Ave, Notting Hill, London W11 3RB, London, UK",51.5071886,-0.2061445
Gail's Bakery,Notting Hill,No code,Notting Hill,"138 Portobello Rd, Notting Hill, London W11 2DZ",N,Y,4/2/2020,"Gail's Bakery, Notting Hill, 138 Portobello Rd, Notting Hill, London W11 2DZ, London, UK",51.5140807,-0.2038636
Costa Coffee,"Shepherd's Bush,on Uxbridge Road",No code,Shepherd's Bush,W12 8LP,?,?,19/01/2020,"Costa Coffee, Shepherd's Bush,on Uxbridge Road, W12 8LP, London, UK",51.5045673,-0.2198882
Costa Coffee,"Shepherd's Bush Westfield, but tbc as there are a few in the area and we're confirming which one our contact meant!",2568,Shepherd's Bush,W12 7GD,?,?,19/01/2020,"Costa Coffee, Shepherd's Bush Westfield, but tbc as there are a few in the area and we're confirming which one our contact meant!, W12 7GD, London, UK",51.5075725,-0.2212054
Squirrel,South Kensington,597,South Kensington,"11 Harrington Rd, South Kensington, London SW7 3ES",?,?,13/02/2020,"Squirrel, South Kensington, 11 Harrington Rd, South Kensington, London SW7 3ES, London, UK",51.4940079,-0.1754222
Pret,Fulham Road,1476,West Brompton/Parsons Green,"367B Fulham Rd, Chelsea, London SW10 9TN",?,?,29/01/2020,"Pret, Fulham Road, 367B Fulham Rd, Chelsea, London SW10 9TN, London, UK",51.4853918,-0.1816761
Costa Coffee,Ealing,C160Z,West Ealing (trains),"Broadway, Ealing, London W13 0UF","Y, but we don't know if it's the same code",Y,8/2/2020,"Costa Coffee, Ealing, Broadway, Ealing, London W13 0UF, London, UK",51.5103668,-0.3236589
Starbucks,BBC White City,No code,White City,"British Broadcasting Corporati, 201 Wood Ln, White City, London W12 7TU",?,Y,25/04/2020,"Starbucks, BBC White City, British Broadcasting Corporati, 201 Wood Ln, White City, London W12 7TU, London, UK",51.5142507,-0.2288635
Pret,Just south of Angel Station,No code,Angel,"402 St John St, Islington, London EC1V 4NJ",Y,Y,25/01/2020,"Pret, Just south of Angel Station, 402 St John St, Islington, London EC1V 4NJ, London, UK",51.5310667,-0.1057944
Starbucks,Archway,2048,Archway,"1 Junction Rd, Upper Holloway, London N19 5QT",Y,Y,11/3/2020,"Starbucks, Archway, 1 Junction Rd, Upper Holloway, London N19 5QT, London, UK",51.565378,-0.134376
Costa Coffee,"Caledonian Road, next to the tube",C2490Y,Caledonian Road,"465 Caledonian Rd, London N7 9BD",Y but we're unsure if the code works for this door. We THINK so though,Y,7/2/2020,"Costa Coffee, Caledonian Road, next to the tube, 465 Caledonian Rd, London N7 9BD, London, UK",51.5479763,-0.1182502
Wetherspoons (The Ice Wharf),Camden,No code,Camden Town,"28 Jamestown Rd, London NW1 7BY",N,N,12/3/2020,"Wetherspoons (The Ice Wharf), Camden, 28 Jamestown Rd, London NW1 7BY, London, UK",51.5407945,-0.1454212
Cecil Sharp House,Camden/Primrose Hill,No code,Camden Town,"2 Regent's Park Rd, Primrose Hill, London NW1 7AY",Y,Y,5/2/2020,"Cecil Sharp House, Camden/Primrose Hill, 2 Regent's Park Rd, Primrose Hill, London NW1 7AY, London, UK",51.5381546,-0.1493065
Pure,Camden,C2578,Camden Town,"179 Camden High St, NW1 7JY",?,Y,7/2/2020,"Pure, Camden, 179 Camden High St, NW1 7JY, London, UK",51.5385897,-0.1426384
Hawley Arms (pub),Camden,No code,Camden Town,"2 Castlehaven Rd, Camden Town, London NW1 8QU",Y,N,7/2/2020,"Hawley Arms (pub), Camden, 2 Castlehaven Rd, Camden Town, London NW1 8QU, London, UK",51.541978,-0.145267
Pret,"Camden High Street, just up a bit from Electric Ballroom",502,Camden Town,"231-233 Camden High St, Camden Town, London NW1 7BU","Y - accessible gender neutral loo on ground floor, but RADAR key needed",Y,2/3/2020,"Pret, Camden High Street, just up a bit from Electric Ballroom, 231-233 Camden High St, Camden Town, London NW1 7BU, London, UK",51.5401053,-0.1437855
Caffè Nero,East Finchley,No code,East Finchley,N2 8AD,Y,Y,1/2/2020,"Caffè Nero, East Finchley, N2 8AD, London, UK",51.5902846,-0.1644201
Costa Coffee,Finsbury Park,C4590,Finsbury Park,"251, 253 Seven Sisters Rd, Finsbury Park, London N4 2DD",N,Y,26/01/2020,"Costa Coffee, Finsbury Park, 251, 253 Seven Sisters Rd, Finsbury Park, London N4 2DD, London, UK",51.5644444,-0.1052778
Waterstones,Hampstead,C6284X,Hampstead Station,"68-69 Hampstead High St, London NW3 1QP",N,Y,1/2/2020,"Waterstones, Hampstead, 68-69 Hampstead High St, London NW3 1QP, London, UK",51.547685,-0.181729
Costa Coffee,Hampstead,No code,"Hampstead Thameslink, West Hampstead overground, west Hampstead jubilee line","203 West End Ln, West Hampstead",Y,Y,21/01/2020,"Costa Coffee, Hampstead, 203 West End Ln, West Hampstead, London, UK",51.5477556,-0.1912111
Starbucks,Hampstead,No code,"Hampstead Thameslink, West Hampstead overground, west Hampstead jubilee line","201A West End Ln, West Hampstead",Y but key needed,Y,31/01/2020,"Starbucks, Hampstead, 201A West End Ln, West Hampstead, London, UK",51.547745,-0.191195
Pret,Highbury and Islington,1111,Highbury and Islington,N1 1RU,Y,Y,15/03/2020,"Pret, Highbury and Islington, N1 1RU, London, UK",51.5458607,-0.1033955
Costa Coffee,Muswell Hill,No code,"Highgate and East Finchley, but they're not super close","376 Broadway, Muswell Hill, London N10 1DJ",Y,Y,6/2/2020,"Costa Coffee, Muswell Hill, 376 Broadway, Muswell Hill, London N10 1DJ, London, UK",51.5914639,-0.1425278
Planet Organic,Muswell Hill,"135, turn clockwise","Highgate and East Finchley, but they're not super close",N10 3HS,?,?,31/01/2020,"Planet Organic, Muswell Hill, N10 3HS, London, UK",51.5893687,-0.1458512
Pret,"Opposite Mornington Crescent Station, next to Koko",1267,Mornington Crescent,"2-4 Camden High St, London NW1 0JH",Y,Y,22/02/2020,"Pret, Opposite Mornington Crescent Station, next to Koko, 2-4 Camden High St, London NW1 0JH, London, UK",51.5348347,-0.1384821
Costa Coffee,Next to Seven Sisters tube,C5678X,Seven Sisters,"261 High Rd, Tottenham, London N15 4RR",Y,Y,22/02/2020,"Costa Coffee, Next to Seven Sisters tube, 261 High Rd, Tottenham, London N15 4RR, London, UK",0,0
Pret,St John's Wood,1305,St John's Wood,"2-4 Circus Rd, St John's Wood, London NW8 6PG",Y,Y,24/02/2020,"Pret, St John's Wood, 2-4 Circus Rd, St John's Wood, London NW8 6PG, London, UK",51.5340363,-0.1716915
Pret,Swiss Cottage,12345678,Swiss Cottage,"219 Finchley Rd, South Hampstead, London NW3 6LP",Y,Y,24/02/2020,"Pret, Swiss Cottage, 219 Finchley Rd, South Hampstead, London NW3 6LP, London, UK",51.546878,-0.1799661
Starbucks,Wembly Park,Y03918,Wembley Park,"Olympic Way, London HA9 0FR",?,Y,13/02/2020,"Starbucks, Wembly Park, Olympic Way, London HA9 0FR, London, UK",51.5598286,-0.2792443
Black Sheep Coffee,Wembly Park,C67890,Wembley Park,HA9 0GU,Y,Y,26/01/2020,"Black Sheep Coffee, Wembly Park, HA9 0GU, London, UK",51.5621329,-0.2797882
"Public toilet - men's, open Friday nights and weekends",Brixton,No code,Brixton,Stockwell Avenue,?,N,7/3/2020,"Public toilet - men's, open Friday nights and weekends, Brixton, Stockwell Avenue, London, UK",51.4649302,-0.1161079
"Electric Avenue - men's, open 10pm to 6am",Brixton,No code,Brixton,?,N,N,7/3/2020,"Electric Avenue - men's, open 10pm to 6am, Brixton, ?, London, UK",51.4622233,-0.1140086
Brixton Library,Brixton,No code,Brixton,"Brixton Oval, Brixton, London SW2 1JQ",Y,?,7/3/2020,"Brixton Library, Brixton, Brixton Oval, Brixton, London SW2 1JQ, London, UK",51.4610575,-0.1147197
POP Brixton,Brixton,No code,Brixton,"49 Brixton Station Rd, Brixton, London SW9 8PQ",Y,?,7/3/2020,"POP Brixton, Brixton, 49 Brixton Station Rd, Brixton, London SW9 8PQ, London, UK",51.4633444,-0.1123417
Brixton Pound Cafe,Brixton,No code,Brixton,"77 Atlantic Rd, Brixton, London SW9 8PU",N,?,7/3/2020,"Brixton Pound Cafe, Brixton, 77 Atlantic Rd, Brixton, London SW9 8PU, London, UK",51.4620003,-0.1138743
Tesco Acre Lane,Brixton,No code,Brixton,"13 Acre Ln, Brixton, London SW2 5RS",Y,?,7/3/2020,"Tesco Acre Lane, Brixton, 13 Acre Ln, Brixton, London SW2 5RS, London, UK",51.4597748,-0.1189865
Costa Coffee,Brixton,C0567Z,Brixton,"458-460, Brixton Rd, Brixton, London SW9 8EA",?,?,8/2/2020,"Costa Coffee, Brixton, 458-460, Brixton Rd, Brixton, London SW9 8EA, London, UK",51.4630495,-0.1151093
Pret,Brixton,3435,Brixton,SW9 8HE,N,Y,2/3/2020,"Pret, Brixton, SW9 8HE, London, UK",51.4628803,-0.1147448
Battersea Arts Centre,Battersea,No code - free to use and staff are happy for people to use them,Clapham Common and Wandsworth Road (though it's a bit of a walk),"Lavender Hill, London SW11 5TN",Y,Y,24/02/2020,"Battersea Arts Centre, Battersea, Lavender Hill, London SW11 5TN, London, UK",51.464943,-0.1608003
Starbucks,Clapham Common tube station,C1368Z,Clapham Common,"202-204 Clapham High St, Clapham Town, London SW4 7UD",?,?,14/02/2020,"Starbucks, Clapham Common tube station, 202-204 Clapham High St, Clapham Town, London SW4 7UD, London, UK",51.4620979,-0.1381375
Five Guys,"Clapham Town, on Clapham High Street. (Next to London Cocktail Club)",8025,Clapham Common,"182-184 Clapham High St, Clapham Town, London SW4 7UG",N,Y,24/02/2020,"Five Guys, Clapham Town, on Clapham High Street. (Next to London Cocktail Club), 182-184 Clapham High St, Clapham Town, London SW4 7UG, London, UK",51.4623355,-0.1374021
Starbucks,Clapham Old Town,No code,Clapham Common,"40-42 Old Town, Clapham Town, London SW4 0LB",N,Y,30/01/2020,"Starbucks, Clapham Old Town, 40-42 Old Town, Clapham Town, London SW4 0LB, London, UK",51.4638023,-0.1420062
Costa Coffee,Clapham South,16495,Clapham South,"16 Balham Hill, Balham, London SW12 9DY",?,?,23/01/2020,"Costa Coffee, Clapham South, 16 Balham Hill, Balham, London SW12 9DY, London, UK",51.4526407,-0.1473448
KFC,Gloucester Road,No code,Gloucester Road,"81 Gloucester Rd, South Kensington, London SW7 4SS",?,N,22/02/2020,"KFC, Gloucester Road, 81 Gloucester Rd, South Kensington, London SW7 4SS, London, UK",51.4945945,-0.1824189
PAUL,Gloucester Road,No code,Gloucester Road,"73 Gloucester Rd, South Kensington, London SW7 4SS",?,Y,22/02/2020,"PAUL, Gloucester Road, 73 Gloucester Rd, South Kensington, London SW7 4SS, London, UK",51.494825,-0.182578
Pret,Kingston,1469,Kingston (train),"85-87 Clarence St, Kingston upon Thames KT1 1RB",N,"Two cubicles, one marked male, one marked female",28/01/2020,"Pret, Kingston, 85-87 Clarence St, Kingston upon Thames KT1 1RB, London, UK",51.4109324,-0.3020569
Starbucks,Kingston,C1567Y,Kingston (train),"91 Clarence St, Kingston upon Thames KT1 1QY",Y,Y,22/02/2020,"Starbucks, Kingston, 91 Clarence St, Kingston upon Thames KT1 1QY, London, UK",51.4108869,-0.3017373
Pret,Pimlico,392,Pimlico,"40 Vauxhall Bridge Rd, Westminster, London SW1V 2RX",Y but needs a radar key,Y,3/3/2020,"Pret, Pimlico, 40 Vauxhall Bridge Rd, Westminster, London SW1V 2RX, London, UK",51.4903824,-0.1325169
Pret,Richmond,2464,Richmond,"37 George St, Richmond TW9 1HY",?,Y,31/01/2020,"Pret, Richmond, 37 George St, Richmond TW9 1HY, London, UK",51.460944,-0.3034948
Waterstones,Richmond,2021,Richmond overground,TW9 1TN,"Yes, via lift",Y,21/01/2020,"Waterstones, Richmond, TW9 1TN, London, UK",51.4927332,-0.2575887
Starbucks,Streatham Hill,No code,Streatham Hill,"154 Streatham Hill, Streatham, London SW2 4RS",Y,Y,11/2/2020,"Starbucks, Streatham Hill, 154 Streatham Hill, Streatham, London SW2 4RS, London, UK",51.439186,-0.127097
Starbucks,Vauxhall,No code,Vauxhall,"2 S Lambeth Rd, Vauxhall, London SW8 1SP",Y,Y,27/02/2020,"Starbucks, Vauxhall, 2 S Lambeth Rd, Vauxhall, London SW8 1SP, London, UK",51.4855764,-0.1235731
Pret,Vauxhall,"3509, but was out of order as of 04/03/2020, will try to update",Vauxhall,"Unit 21 St George's Wharf, Vauxhall, London SW8 2JW",Y but needs a radar key,Y,4/3/2020,"Pret, Vauxhall, Unit 21 St George's Wharf, Vauxhall, London SW8 2JW, London, UK",51.4862417,-0.1248917
Costa in Southside Shopping Centre,Wandsworth,C4Y678,Wandsworth Town (train),"Wandsworth High St, Wandsworth, London SW18 4TF",Y,Y,26/02/2020,"Costa in Southside Shopping Centre, Wandsworth, Wandsworth High St, Wandsworth, London SW18 4TF, London, UK",51.4567665,-0.1940628
Pret,Westminster,2905,Westminster,"19 Horseferry Rd, Westminster, London SW1P 2AA",N,Y,6/2/2020,"Pret, Westminster, 19 Horseferry Rd, Westminster, London SW1P 2AA, London, UK",51.49473,-0.1295092
Costa Coffee,Wimbledon (opposite stn),C3679,Wimbledon,"2 Morden Rd, South Wimbledon, London SW19 3BH",Y,Y,17/02/2020,"Costa Coffee, Wimbledon (opposite stn), 2 Morden Rd, South Wimbledon, London SW19 3BH, London, UK",51.4154833,-0.1927188
Pret,Blackfriars Road,1634,Blackfriars and Southwark,"157-168 Blackfriars Rd, London SE1 8EZ","Y, although keypad is quite high up so might be hard to reach if in a wheelchair",Y,7/2/2020,"Pret, Blackfriars Road, 157-168 Blackfriars Rd, London SE1 8EZ, London, UK",51.5017181,-0.1043882
Costa,Blackfriars Road,No code,Blackfriars and Southwark,"160 Blackfriars Rd, London SE1 8EZ",Y,Y,20/02/2020,"Costa, Blackfriars Road, 160 Blackfriars Rd, London SE1 8EZ, London, UK",51.5013095,-0.1043614
Leon,Borough Market,"Men's (single cubicle) - long button at the bottom, then 1898
Women's (two cubicles but often closed as flooded) - long button at the bottom, then 0974 ",Borough and London Bridge,SE1 1TQ,N,"Not technically, but the 'Men's' is a single cubicle",24/02/2020,"Leon, Borough Market, SE1 1TQ, London, UK",51.5051984,-0.0897599
Pret,Borough,7280,Borough and London Bridge,"167 Borough High St, London SE1 1HR",Y,Y,11/3/2020,"Pret, Borough, 167 Borough High St, London SE1 1HR, London, UK",51.5027228,-0.0919519
Costa,Catford,C6238,Catford,"99-103 Rushey Green, Catford, London SE6 4AF",Y,Y,4/2/2020,"Costa, Catford, 99-103 Rushey Green, Catford, London SE6 4AF, London, UK",51.4472702,-0.0180045
Caffè Nero,near the main entrance to East Croydon Station (at 93 George Street),C2389X,East Croydon,CR0 1LD,Y,Y - 99% sure!,20/01/2020,"Caffè Nero, near the main entrance to East Croydon Station (at 93 George Street), CR0 1LD, London, UK",51.3746535,-0.0944905
Costa,Walworth Road,C1238Y,Elephant and Castle,"224 Walworth Rd, Walworth, London SE17 1RL",Y,Y,11/2/2020,"Costa, Walworth Road, 224 Walworth Rd, Walworth, London SE17 1RL, London, UK",51.4879231,-0.0953931
Pret,Elephand and Castle,1975,Elephant and Castle,"Unit 4, 22 Elephant and Castle, London SE1 6SQ",Y,Y,13/02/2020,"Pret, Elephand and Castle, Unit 4, 22 Elephant and Castle, London SE1 6SQ, London, UK",51.4935437,-0.1010777
Sainsbury's,Eltham,No code,Eltham (train),"1a Philipot Path, Eltham, London SE9 5DL",Y,N,24/02/2020,"Sainsbury's, Eltham, 1a Philipot Path, Eltham, London SE9 5DL, London, UK",51.4499826,0.0573607
Marks and Spencer,Eltham,No code,Eltham (train),"115 Eltham High St, Eltham, London SE9 1TQ",Y,N,24/02/2020,"Marks and Spencer, Eltham, 115 Eltham High St, Eltham, London SE9 1TQ, London, UK",51.4511643,0.0550301
Painted Hall,Greenwich,"No code, open to public",Greenwich (train) and Greenwich Cutty Sark (DLR),"King William Walk, Greenwich Peninsula, London SE10 9NN",Y,Y,14/02/2020,"Painted Hall, Greenwich, King William Walk, Greenwich Peninsula, London SE10 9NN, London, UK",51.4832059,-0.0059154
Waterstones,Greenwich,8530#,Greenwich (train) and Greenwich Cutty Sark (DLR),"51 Greenwich Church St, Greenwich, London SE10 9BL",Y,Y,2/3/2020,"Waterstones, Greenwich, 51 Greenwich Church St, Greenwich, London SE10 9BL, London, UK",51.4663568,0.0087778
Costa,Lambeth,1397,Lambeth North,"118-120 Westminster Bridge Rd, Bishop's, London SE1 7RW",?,?,8/2/2020,"Costa, Lambeth, 118-120 Westminster Bridge Rd, Bishop's, London SE1 7RW, London, UK",51.4991339,-0.112584
Caffè Nero,"London Bridge, near the river",531,London Bridge and Borough,"Unit B, 6 More London Place, Tooley St, London SE1 2DA",N,Y,10/2/2020,"Caffè Nero, London Bridge, near the river, Unit B, 6 More London Place, Tooley St, London SE1 2DA, London, UK",51.5049735,-0.0833445
Anchor Bankside (Greene King pub),"Next to the Golden Hinde, beside the river",None,London Bridge and Borough,SE1 9EF,N,N,19/01/2020,"Anchor Bankside (Greene King pub), Next to the Golden Hinde, beside the river, SE1 9EF, London, UK",51.5072924,-0.092851
Haye's Galleria,Opposite London Bridge Station,1602 (women's loo only),London Bridge and Borough,SE1 2HD,N,N,22/02/2020,"Haye's Galleria, Opposite London Bridge Station, SE1 2HD, London, UK",51.5057146,-0.0834927
Costa,New Cross,C1236,New Cross (overground),SE14 6PP,Y,Y,6/2/2020,"Costa, New Cross, SE14 6PP, London, UK",51.474941,-0.0347125
Costa,"Peckham, corner of Rye Lane and Peckham Road",C9345X,Peckham Rye (overground),SE15 5DW,?,?,21/01/2020,"Costa, Peckham, corner of Rye Lane and Peckham Road, SE15 5DW, London, UK",51.4739999,-0.0793502
Costa,Penge,C2905Y,Penge,SE20 7EX,?,?,17/01/2020,"Costa, Penge, SE20 7EX, London, UK",51.4147712,-0.0526793
Pret,"Waterloo, opposite the Old Vic",1409,Waterloo,"152 Waterloo Rd, Bishop's, London SE1 7AA",Y but needs RADAR key,Y,6/2/2020,"Pret, Waterloo, opposite the Old Vic, 152 Waterloo Rd, Bishop's, London SE1 7AA, London, UK",51.5022199,-0.1102905
Waterloo Station,Waterloo,No code (public),Waterloo,"Waterloo Rd, Bishop's, London SE1 8SW",Y,N,9/2/2020,"Waterloo Station, Waterloo, Waterloo Rd, Bishop's, London SE1 8SW, London, UK",51.5031653,-0.1123051
Pret,"Riverside, Westminster Bridge Road",2535,Waterloo,SE1 7PB,?,?,17/01/2020,"Pret, Riverside, Westminster Bridge Road, SE1 7PB, London, UK",51.498994,-0.1131318
Pret,111 Westminster Bridge Road,1478,Waterloo,SE1 7HR,Y,Y,20/01/2020,"Pret, 111 Westminster Bridge Road, SE1 7HR, London, UK",51.498994,-0.1131318
BFI Southbank,Waterloo,No code,Waterloo,SE1 8XT,Y,N,22/01/2020,"BFI Southbank, Waterloo, SE1 8XT, London, UK",51.5067628,-0.1150595
Royal Festival Hall,Southbank Centre,No code,Waterloo,"Southbank Centre, Belvedere Rd, Lambeth, London SE1 8XX",Y,Y,23/01/2020,"Royal Festival Hall, Southbank Centre, Southbank Centre, Belvedere Rd, Lambeth, London SE1 8XX, London, UK",51.5058062,-0.1166288
Queen Elizabeth Hall,Southbank Centre,No code,Waterloo,"Southbank Centre, Belvedere Rd, Lambeth, London SE1 8XX",Y,Y,23/01/2020,"Queen Elizabeth Hall, Southbank Centre, Southbank Centre, Belvedere Rd, Lambeth, London SE1 8XX, London, UK",51.5067425,-0.1161024
